QSPRID	pKi_median_Label	pKi_median_Prediction	Fold
P08908_LIGANDS_nostereo_1598	7.5	7.37019	2.0
P08908_LIGANDS_nostereo_1986	7.52	7.14391	2.0
P08908_LIGANDS_nostereo_1029	7.18	7.30055	2.0
P08908_LIGANDS_nostereo_1032	7.62	6.63166	2.0
P08908_LIGANDS_nostereo_2182	5.6	5.559	2.0
P08908_LIGANDS_nostereo_0646	5.92	6.8959	2.0
P08908_LIGANDS_nostereo_0641	8.39	7.99519	2.0
P08908_LIGANDS_nostereo_1525	8.3	8.44279	2.0
P08908_LIGANDS_nostereo_0415	5.44	5.30989	2.0
P08908_LIGANDS_nostereo_0383	6.94	8.0802	2.0
P08908_LIGANDS_nostereo_2269	7.24	7.51788	2.0
P08908_LIGANDS_nostereo_0619	5.73	5.66516	2.0
P08908_LIGANDS_nostereo_2264	6.33	6.56505	2.0
P08908_LIGANDS_nostereo_0716	9.4	8.75064	2.0
P08908_LIGANDS_nostereo_0655	8.43	7.76374	2.0
P08908_LIGANDS_nostereo_1875	8.0	8.27089	2.0
P08908_LIGANDS_nostereo_1158	7.32	6.81107	2.0
P08908_LIGANDS_nostereo_2429	8.7	8.24636	2.0
P08908_LIGANDS_nostereo_2248	7.72	7.3001	2.0
P08908_LIGANDS_nostereo_2963	7.96	7.43753	2.0
P08908_LIGANDS_nostereo_2880	6.57	7.08197	2.0
P08908_LIGANDS_nostereo_3390	8.2	7.44488	2.0
P08908_LIGANDS_nostereo_1816	6.72	6.0761	2.0
P08908_LIGANDS_nostereo_2693	8.18	8.14119	2.0
P08908_LIGANDS_nostereo_3205	6.93	6.6225	2.0
P08908_LIGANDS_nostereo_1654	7.89	7.50159	2.0
P08908_LIGANDS_nostereo_0283	10.83	9.78693	2.0
P08908_LIGANDS_nostereo_1580	7.87	9.01463	2.0
P08908_LIGANDS_nostereo_2293	6.65	6.05958	2.0
P08908_LIGANDS_nostereo_1583	8.16	7.95959	2.0
P08908_LIGANDS_nostereo_0498	7.67	7.53278	2.0
P08908_LIGANDS_nostereo_2436	6.09	7.19283	2.0
P08908_LIGANDS_nostereo_0791	6.75	6.86073	2.0
P08908_LIGANDS_nostereo_0101	9.7	8.7169	2.0
P08908_LIGANDS_nostereo_1388	7.675	7.62753	2.0
P08908_LIGANDS_nostereo_2729	5.835	6.90814	2.0
P08908_LIGANDS_nostereo_2259	8.2	7.79016	2.0
P08908_LIGANDS_nostereo_0721	8.26	8.20932	2.0
P08908_LIGANDS_nostereo_0174	7.09	7.40228	2.0
P08908_LIGANDS_nostereo_1687	7.92	8.441	2.0
P08908_LIGANDS_nostereo_1437	8.05	6.46159	2.0
P08908_LIGANDS_nostereo_0539	5.0	6.14225	2.0
P08908_LIGANDS_nostereo_0618	6.11	6.22192	2.0
P08908_LIGANDS_nostereo_1445	7.38	7.1112	2.0
P08908_LIGANDS_nostereo_2228	7.51	7.19221	2.0
P08908_LIGANDS_nostereo_3050	6.3	5.70094	2.0
P08908_LIGANDS_nostereo_1334	8.455	8.35952	2.0
P08908_LIGANDS_nostereo_3285	5.715	6.93678	2.0
P08908_LIGANDS_nostereo_0188	7.22	7.45899	2.0
P08908_LIGANDS_nostereo_0337	7.12	6.79756	2.0
P08908_LIGANDS_nostereo_2086	9.24	8.66164	2.0
P08908_LIGANDS_nostereo_2218	8.19	8.12307	2.0
P08908_LIGANDS_nostereo_0835	6.96	7.28154	2.0
P08908_LIGANDS_nostereo_1995	8.095	7.63539	2.0
P08908_LIGANDS_nostereo_2952	6.43	6.46328	2.0
P08908_LIGANDS_nostereo_1767	7.48	7.68999	2.0
P08908_LIGANDS_nostereo_2246	6.6	7.46636	2.0
P08908_LIGANDS_nostereo_3029	5.35	6.52499	2.0
P08908_LIGANDS_nostereo_1036	6.93	7.01444	2.0
P08908_LIGANDS_nostereo_1135	7.97	8.13037	2.0
P08908_LIGANDS_nostereo_3004	7.8	7.84363	2.0
P08908_LIGANDS_nostereo_0690	6.37	6.2216	2.0
P08908_LIGANDS_nostereo_3218	6.91	6.50723	2.0
P08908_LIGANDS_nostereo_2069	7.08	8.20658	2.0
P08908_LIGANDS_nostereo_0916	6.67	7.68162	2.0
P08908_LIGANDS_nostereo_3076	7.22	7.17359	2.0
P08908_LIGANDS_nostereo_1387	7.47	7.86379	2.0
P08908_LIGANDS_nostereo_2009	6.5	6.04001	2.0
P08908_LIGANDS_nostereo_1060	8.81	7.94432	2.0
P08908_LIGANDS_nostereo_2572	7.35	7.73194	2.0
P08908_LIGANDS_nostereo_2904	8.4	7.569	2.0
P08908_LIGANDS_nostereo_0741	6.68	7.19476	2.0
P08908_LIGANDS_nostereo_2355	8.115	7.6947	2.0
P08908_LIGANDS_nostereo_0098	8.41	7.65597	2.0
P08908_LIGANDS_nostereo_0135	7.52	7.44853	2.0
P08908_LIGANDS_nostereo_3318	6.23	7.07925	2.0
P08908_LIGANDS_nostereo_2454	7.37	7.06198	2.0
P08908_LIGANDS_nostereo_0535	7.82	8.08151	2.0
P08908_LIGANDS_nostereo_2530	7.81	6.98201	2.0
P08908_LIGANDS_nostereo_3172	8.46	8.78197	2.0
P08908_LIGANDS_nostereo_3119	9.8	9.73557	2.0
P08908_LIGANDS_nostereo_0642	8.89	8.78305	2.0
P08908_LIGANDS_nostereo_1838	7.02	7.37376	2.0
P08908_LIGANDS_nostereo_1369	5.96	7.11659	2.0
P08908_LIGANDS_nostereo_2627	7.51	7.73146	2.0
P08908_LIGANDS_nostereo_1374	5.625	6.63145	2.0
P08908_LIGANDS_nostereo_3280	6.06	7.23176	2.0
P08908_LIGANDS_nostereo_2786	8.4	8.40543	2.0
P08908_LIGANDS_nostereo_2141	8.92	8.05712	2.0
P08908_LIGANDS_nostereo_1739	7.92	6.98285	2.0
P08908_LIGANDS_nostereo_2118	5.87	8.14152	2.0
P08908_LIGANDS_nostereo_2397	8.46	8.79546	2.0
P08908_LIGANDS_nostereo_0329	7.93	8.45568	2.0
P08908_LIGANDS_nostereo_2772	8.6	8.80791	2.0
P08908_LIGANDS_nostereo_2934	8.61	8.39796	2.0
P08908_LIGANDS_nostereo_0200	6.78	7.53827	2.0
P08908_LIGANDS_nostereo_0993	7.42	7.36806	2.0
P08908_LIGANDS_nostereo_1694	8.31	7.64755	2.0
P08908_LIGANDS_nostereo_2068	8.13	8.07436	2.0
P08908_LIGANDS_nostereo_0649	8.6	8.78239	2.0
P08908_LIGANDS_nostereo_0114	6.71	6.63618	2.0
P08908_LIGANDS_nostereo_0240	7.82	7.50565	2.0
P08908_LIGANDS_nostereo_3092	9.3	9.25173	2.0
P08908_LIGANDS_nostereo_0131	9.185	8.03054	2.0
P08908_LIGANDS_nostereo_2053	7.04	6.94335	2.0
P08908_LIGANDS_nostereo_3173	4.11	4.76727	2.0
P08908_LIGANDS_nostereo_2592	8.4	7.82081	2.0
P08908_LIGANDS_nostereo_1711	9.0	8.85643	2.0
P08908_LIGANDS_nostereo_2209	6.09	6.74587	2.0
P08908_LIGANDS_nostereo_0029	7.18	6.96337	2.0
P08908_LIGANDS_nostereo_0757	6.75	8.85568	2.0
P08908_LIGANDS_nostereo_3375	6.95	7.20664	2.0
P08908_LIGANDS_nostereo_1128	7.61	7.60867	2.0
P08908_LIGANDS_nostereo_2350	8.49	8.0604	2.0
P08908_LIGANDS_nostereo_1907	6.87	7.04254	2.0
P08908_LIGANDS_nostereo_1548	6.94	7.37138	2.0
P08908_LIGANDS_nostereo_0290	6.26	6.42286	2.0
P08908_LIGANDS_nostereo_0941	7.77	7.73512	2.0
P08908_LIGANDS_nostereo_2799	7.9	8.08794	2.0
P08908_LIGANDS_nostereo_2993	7.89	7.94083	2.0
P08908_LIGANDS_nostereo_0211	7.8	8.0456	2.0
P08908_LIGANDS_nostereo_2319	8.14	7.67768	2.0
P08908_LIGANDS_nostereo_2212	8.8	9.57451	2.0
P08908_LIGANDS_nostereo_0792	4.06	5.62775	2.0
P08908_LIGANDS_nostereo_0257	7.28	7.20418	2.0
P08908_LIGANDS_nostereo_1384	7.46	7.45762	2.0
P08908_LIGANDS_nostereo_3324	8.15	7.89203	2.0
P08908_LIGANDS_nostereo_2547	9.93	8.67031	2.0
P08908_LIGANDS_nostereo_0796	5.3	5.49924	2.0
P08908_LIGANDS_nostereo_2226	7.92	7.99977	2.0
P08908_LIGANDS_nostereo_2988	7.7	7.27369	2.0
P08908_LIGANDS_nostereo_2739	7.1	6.83728	2.0
P08908_LIGANDS_nostereo_2984	6.86	7.40452	2.0
P08908_LIGANDS_nostereo_1519	7.8	8.15425	2.0
P08908_LIGANDS_nostereo_1734	6.67	6.16758	2.0
P08908_LIGANDS_nostereo_0491	8.34	8.83634	2.0
P08908_LIGANDS_nostereo_0066	7.43	7.38662	2.0
P08908_LIGANDS_nostereo_3140	6.5	6.71703	2.0
P08908_LIGANDS_nostereo_1894	6.71	6.75826	2.0
P08908_LIGANDS_nostereo_0264	7.75	7.66981	2.0
P08908_LIGANDS_nostereo_1277	7.72	6.79421	2.0
P08908_LIGANDS_nostereo_0909	7.72	7.82091	2.0
P08908_LIGANDS_nostereo_0384	6.21	7.01696	2.0
P08908_LIGANDS_nostereo_2956	8.4	8.16409	2.0
P08908_LIGANDS_nostereo_1305	9.32	9.51395	2.0
P08908_LIGANDS_nostereo_1223	6.27	6.47896	2.0
P08908_LIGANDS_nostereo_0523	6.21	6.58827	2.0
P08908_LIGANDS_nostereo_2533	8.7	8.73784	2.0
P08908_LIGANDS_nostereo_0867	6.83	6.83466	2.0
P08908_LIGANDS_nostereo_3334	9.2	9.11307	2.0
P08908_LIGANDS_nostereo_0179	6.33	6.21848	2.0
P08908_LIGANDS_nostereo_3309	8.79	8.13643	2.0
P08908_LIGANDS_nostereo_0517	5.7	6.08245	2.0
P08908_LIGANDS_nostereo_1928	6.41	6.96438	2.0
P08908_LIGANDS_nostereo_2483	8.41	7.78927	2.0
P08908_LIGANDS_nostereo_1599	5.45	5.32716	2.0
P08908_LIGANDS_nostereo_2304	7.14	7.11801	2.0
P08908_LIGANDS_nostereo_2646	7.14	7.29213	2.0
P08908_LIGANDS_nostereo_0784	5.82	6.88948	2.0
P08908_LIGANDS_nostereo_2937	5.15	5.59376	2.0
P08908_LIGANDS_nostereo_1551	6.09	6.60457	2.0
P08908_LIGANDS_nostereo_2829	6.09	7.2194	2.0
P08908_LIGANDS_nostereo_0149	7.16	6.98133	2.0
P08908_LIGANDS_nostereo_0749	7.16	7.15713	2.0
P08908_LIGANDS_nostereo_0273	7.05	6.86815	2.0
P08908_LIGANDS_nostereo_0079	8.4	7.66127	2.0
P08908_LIGANDS_nostereo_2594	8.4	7.74513	2.0
P08908_LIGANDS_nostereo_2858	8.77	8.66274	2.0
P08908_LIGANDS_nostereo_0913	8.09	6.68024	2.0
P08908_LIGANDS_nostereo_3325	6.75	6.68704	2.0
P08908_LIGANDS_nostereo_2227	8.62	6.96502	2.0
P08908_LIGANDS_nostereo_2606	6.85	7.24102	2.0
P08908_LIGANDS_nostereo_0864	8.6	8.39932	2.0
P08908_LIGANDS_nostereo_1690	10.52	7.84709	2.0
P08908_LIGANDS_nostereo_0093	7.47	7.38039	2.0
P08908_LIGANDS_nostereo_2165	7.19	6.53844	2.0
P08908_LIGANDS_nostereo_3350	7.845	8.24293	2.0
P08908_LIGANDS_nostereo_3366	6.58	5.72698	2.0
P08908_LIGANDS_nostereo_0891	5.4	6.01182	2.0
P08908_LIGANDS_nostereo_3209	7.76	7.58396	2.0
P08908_LIGANDS_nostereo_3204	7.01	6.45988	2.0
P08908_LIGANDS_nostereo_1851	6.47	6.94779	2.0
P08908_LIGANDS_nostereo_2152	7.68	7.27725	2.0
P08908_LIGANDS_nostereo_1745	7.21	7.10031	2.0
P08908_LIGANDS_nostereo_3181	7.36	7.43126	2.0
P08908_LIGANDS_nostereo_1265	6.32	7.05141	2.0
P08908_LIGANDS_nostereo_0660	9.03	8.01184	2.0
P08908_LIGANDS_nostereo_2950	6.66	8.62351	2.0
P08908_LIGANDS_nostereo_1730	8.92	7.91148	2.0
P08908_LIGANDS_nostereo_0048	7.68	7.63187	2.0
P08908_LIGANDS_nostereo_0807	7.15	7.52703	2.0
P08908_LIGANDS_nostereo_2403	9.3	9.72046	2.0
P08908_LIGANDS_nostereo_1126	8.52	8.65043	2.0
P08908_LIGANDS_nostereo_0877	6.7	6.83762	2.0
P08908_LIGANDS_nostereo_2891	7.23	7.46713	2.0
P08908_LIGANDS_nostereo_1164	6.36	6.16554	2.0
P08908_LIGANDS_nostereo_1216	7.46	7.45821	2.0
P08908_LIGANDS_nostereo_2815	9.15	8.26194	2.0
P08908_LIGANDS_nostereo_2462	6.62	7.07462	2.0
P08908_LIGANDS_nostereo_0713	6.02	5.76813	2.0
P08908_LIGANDS_nostereo_3231	7.82	7.04012	2.0
P08908_LIGANDS_nostereo_0558	7.92	7.45349	2.0
P08908_LIGANDS_nostereo_0161	6.71	6.81572	2.0
P08908_LIGANDS_nostereo_3348	8.32	7.84386	2.0
P08908_LIGANDS_nostereo_2673	6.695	7.21548	2.0
P08908_LIGANDS_nostereo_1092	6.71	7.22379	2.0
P08908_LIGANDS_nostereo_2852	7.42	7.34628	2.0
P08908_LIGANDS_nostereo_1770	5.425	6.289	2.0
P08908_LIGANDS_nostereo_1762	7.62	7.53149	2.0
P08908_LIGANDS_nostereo_2286	6.87	7.02171	2.0
P08908_LIGANDS_nostereo_1203	8.14	7.64592	2.0
P08908_LIGANDS_nostereo_1748	8.45	7.58881	2.0
P08908_LIGANDS_nostereo_0467	7.76	6.40507	2.0
P08908_LIGANDS_nostereo_2392	8.6	8.31596	2.0
P08908_LIGANDS_nostereo_2491	8.29	8.59675	2.0
P08908_LIGANDS_nostereo_1699	6.83	7.17861	2.0
P08908_LIGANDS_nostereo_0667	6.76	6.91978	2.0
P08908_LIGANDS_nostereo_2482	8.3	7.3727	2.0
P08908_LIGANDS_nostereo_1800	6.24	6.93533	2.0
P08908_LIGANDS_nostereo_0153	7.11	6.75511	2.0
P08908_LIGANDS_nostereo_3157	7.14	6.98447	2.0
P08908_LIGANDS_nostereo_1761	6.66	7.40799	2.0
P08908_LIGANDS_nostereo_3259	8.7	8.81492	2.0
P08908_LIGANDS_nostereo_2591	9.2	9.18898	2.0
P08908_LIGANDS_nostereo_1696	7.15	7.1652	2.0
P08908_LIGANDS_nostereo_0712	6.6	5.94676	2.0
P08908_LIGANDS_nostereo_1310	6.51	7.05715	2.0
P08908_LIGANDS_nostereo_0675	8.5	9.20023	2.0
P08908_LIGANDS_nostereo_1538	6.25	6.13321	2.0
P08908_LIGANDS_nostereo_1337	5.61	5.89299	2.0
P08908_LIGANDS_nostereo_2787	7.34	7.02094	2.0
P08908_LIGANDS_nostereo_2807	9.1	8.75184	2.0
P08908_LIGANDS_nostereo_1660	8.44	9.08632	2.0
P08908_LIGANDS_nostereo_1234	6.0	7.0607	2.0
P08908_LIGANDS_nostereo_1744	6.76	7.82439	2.0
P08908_LIGANDS_nostereo_1823	6.63	7.29964	2.0
P08908_LIGANDS_nostereo_1067	6.37	6.34136	2.0
P08908_LIGANDS_nostereo_1543	9.04	8.78969	2.0
P08908_LIGANDS_nostereo_0911	8.07	7.959	2.0
P08908_LIGANDS_nostereo_3288	8.2	8.1561	2.0
P08908_LIGANDS_nostereo_1544	9.52	8.56483	2.0
P08908_LIGANDS_nostereo_1630	9.1	8.57105	2.0
P08908_LIGANDS_nostereo_2848	6.71	6.69577	2.0
P08908_LIGANDS_nostereo_2230	7.89	7.45345	2.0
P08908_LIGANDS_nostereo_1817	5.05	5.89719	2.0
P08908_LIGANDS_nostereo_0520	8.26	8.45971	2.0
P08908_LIGANDS_nostereo_3249	8.4	8.98007	2.0
P08908_LIGANDS_nostereo_2369	8.29	7.19248	2.0
P08908_LIGANDS_nostereo_2106	5.89	5.71421	2.0
P08908_LIGANDS_nostereo_2143	9.05	8.75498	2.0
P08908_LIGANDS_nostereo_1231	8.0	6.81918	2.0
P08908_LIGANDS_nostereo_0797	7.04	7.00883	2.0
P08908_LIGANDS_nostereo_0919	9.72	9.53175	2.0
P08908_LIGANDS_nostereo_2435	6.32	6.39376	2.0
P08908_LIGANDS_nostereo_2548	9.29	9.02859	2.0
P08908_LIGANDS_nostereo_2722	7.96	7.95482	2.0
P08908_LIGANDS_nostereo_2223	7.7	7.57652	2.0
P08908_LIGANDS_nostereo_1420	6.38	6.78813	2.0
P08908_LIGANDS_nostereo_0196	9.56	9.5842	2.0
P08908_LIGANDS_nostereo_2864	7.8	7.82781	2.0
P08908_LIGANDS_nostereo_2128	7.11	7.11533	2.0
P08908_LIGANDS_nostereo_2666	6.61	7.20951	2.0
P08908_LIGANDS_nostereo_0781	7.39	7.26903	2.0
P08908_LIGANDS_nostereo_2391	7.33	7.2599	2.0
P08908_LIGANDS_nostereo_1235	7.12	7.59048	2.0
P08908_LIGANDS_nostereo_1268	7.0	7.05396	2.0
P08908_LIGANDS_nostereo_1751	6.71	7.15669	2.0
P08908_LIGANDS_nostereo_2219	7.7	7.39619	2.0
P08908_LIGANDS_nostereo_1541	7.66	6.77143	2.0
P08908_LIGANDS_nostereo_1703	8.5	8.48628	2.0
P08908_LIGANDS_nostereo_1144	6.99	6.68124	2.0
P08908_LIGANDS_nostereo_1349	8.0	7.56167	2.0
P08908_LIGANDS_nostereo_0900	7.85	7.9329	2.0
P08908_LIGANDS_nostereo_3111	8.075	7.95987	3.0
P08908_LIGANDS_nostereo_0451	6.28	5.71374	3.0
P08908_LIGANDS_nostereo_1139	7.9	7.7044	3.0
P08908_LIGANDS_nostereo_0215	7.75	7.40922	3.0
P08908_LIGANDS_nostereo_0588	5.64	5.49114	3.0
P08908_LIGANDS_nostereo_0323	8.32	8.6838	3.0
P08908_LIGANDS_nostereo_0241	8.25	7.20735	3.0
P08908_LIGANDS_nostereo_2779	5.04	5.97706	3.0
P08908_LIGANDS_nostereo_3265	6.19	6.07919	3.0
P08908_LIGANDS_nostereo_0850	6.82	7.49174	3.0
P08908_LIGANDS_nostereo_3107	6.04	6.41861	3.0
P08908_LIGANDS_nostereo_0683	8.2	8.0542	3.0
P08908_LIGANDS_nostereo_2582	7.66	7.09836	3.0
P08908_LIGANDS_nostereo_2702	6.61	6.82356	3.0
P08908_LIGANDS_nostereo_1129	7.3	7.48609	3.0
P08908_LIGANDS_nostereo_0730	6.3	7.51096	3.0
P08908_LIGANDS_nostereo_2737	8.11	8.43597	3.0
P08908_LIGANDS_nostereo_2889	6.44	7.18049	3.0
P08908_LIGANDS_nostereo_0583	6.82	6.61964	3.0
P08908_LIGANDS_nostereo_1016	6.68	6.98731	3.0
P08908_LIGANDS_nostereo_2081	7.4	7.82045	3.0
P08908_LIGANDS_nostereo_2695	9.7	7.78571	3.0
P08908_LIGANDS_nostereo_1195	6.67	6.22508	3.0
P08908_LIGANDS_nostereo_3020	8.4	8.72277	3.0
P08908_LIGANDS_nostereo_2255	5.31	6.75469	3.0
P08908_LIGANDS_nostereo_0664	6.76	7.6116	3.0
P08908_LIGANDS_nostereo_2362	7.72	7.63847	3.0
P08908_LIGANDS_nostereo_0939	5.83	6.98566	3.0
P08908_LIGANDS_nostereo_0564	5.13	5.90957	3.0
P08908_LIGANDS_nostereo_2449	7.72	7.6804	3.0
P08908_LIGANDS_nostereo_3254	6.05	5.43648	3.0
P08908_LIGANDS_nostereo_0991	6.02	6.52227	3.0
P08908_LIGANDS_nostereo_2805	5.32	6.06027	3.0
P08908_LIGANDS_nostereo_2039	5.72	5.99724	3.0
P08908_LIGANDS_nostereo_0540	9.8	9.6584	3.0
P08908_LIGANDS_nostereo_3150	5.41	6.75845	3.0
P08908_LIGANDS_nostereo_2958	6.18	6.19791	3.0
P08908_LIGANDS_nostereo_1110	6.7	7.19012	3.0
P08908_LIGANDS_nostereo_1011	7.945	6.919	3.0
P08908_LIGANDS_nostereo_0175	8.2	7.69418	3.0
P08908_LIGANDS_nostereo_1733	8.28	7.05551	3.0
P08908_LIGANDS_nostereo_1025	7.52	7.24941	3.0
P08908_LIGANDS_nostereo_1095	8.6	8.24369	3.0
P08908_LIGANDS_nostereo_1882	6.22	7.41406	3.0
P08908_LIGANDS_nostereo_2124	7.8	7.78899	3.0
P08908_LIGANDS_nostereo_1709	5.34	5.59197	3.0
P08908_LIGANDS_nostereo_0379	6.01	6.2988	3.0
P08908_LIGANDS_nostereo_0571	9.51	8.75403	3.0
P08908_LIGANDS_nostereo_0516	8.55	8.52553	3.0
P08908_LIGANDS_nostereo_0285	6.49	6.87687	3.0
P08908_LIGANDS_nostereo_0422	7.92	8.38026	3.0
P08908_LIGANDS_nostereo_0430	6.63	7.27642	3.0
P08908_LIGANDS_nostereo_2524	6.4	7.59517	3.0
P08908_LIGANDS_nostereo_2930	9.7	8.23339	3.0
P08908_LIGANDS_nostereo_2043	8.29	7.5172	3.0
P08908_LIGANDS_nostereo_1321	8.12	7.21571	3.0
P08908_LIGANDS_nostereo_2704	6.32	7.48658	3.0
P08908_LIGANDS_nostereo_1691	7.07	7.14718	3.0
P08908_LIGANDS_nostereo_2049	8.96	8.57972	3.0
P08908_LIGANDS_nostereo_1997	5.42	5.15843	3.0
P08908_LIGANDS_nostereo_2417	5.3	5.31882	3.0
P08908_LIGANDS_nostereo_2700	6.25	6.55055	3.0
P08908_LIGANDS_nostereo_0984	7.96	7.32579	3.0
P08908_LIGANDS_nostereo_2211	8.66	7.76814	3.0
P08908_LIGANDS_nostereo_1338	7.33	6.69617	3.0
P08908_LIGANDS_nostereo_0219	7.43	7.58721	3.0
P08908_LIGANDS_nostereo_0013	8.12	8.5029	3.0
P08908_LIGANDS_nostereo_2207	6.24	6.44596	3.0
P08908_LIGANDS_nostereo_2464	7.37	7.50113	3.0
P08908_LIGANDS_nostereo_3014	7.59	7.7513	3.0
P08908_LIGANDS_nostereo_0671	8.1	7.67334	3.0
P08908_LIGANDS_nostereo_2946	8.9	8.65186	3.0
P08908_LIGANDS_nostereo_0801	9.165	8.65422	3.0
P08908_LIGANDS_nostereo_1556	6.66	6.34151	3.0
P08908_LIGANDS_nostereo_0227	7.09	7.32909	3.0
P08908_LIGANDS_nostereo_2036	7.55	6.94509	3.0
P08908_LIGANDS_nostereo_3046	7.79	7.84432	3.0
P08908_LIGANDS_nostereo_2542	7.27	6.87636	3.0
P08908_LIGANDS_nostereo_0394	7.56	7.08049	3.0
P08908_LIGANDS_nostereo_3195	5.69	6.60097	3.0
P08908_LIGANDS_nostereo_0974	7.44	7.45769	3.0
P08908_LIGANDS_nostereo_1163	6.175	6.16518	3.0
P08908_LIGANDS_nostereo_0691	6.545	6.30799	3.0
P08908_LIGANDS_nostereo_3426	7.46	7.57628	3.0
P08908_LIGANDS_nostereo_2614	9.33	7.87986	3.0
P08908_LIGANDS_nostereo_1490	5.63	5.91743	3.0
P08908_LIGANDS_nostereo_2990	8.07	8.74007	3.0
P08908_LIGANDS_nostereo_3305	6.03	6.87556	3.0
P08908_LIGANDS_nostereo_1627	7.97	7.89933	3.0
P08908_LIGANDS_nostereo_2434	9.34	8.50861	3.0
P08908_LIGANDS_nostereo_3117	6.68	5.9099	3.0
P08908_LIGANDS_nostereo_0170	5.25	6.09495	3.0
P08908_LIGANDS_nostereo_2924	7.09	7.47844	3.0
P08908_LIGANDS_nostereo_2195	5.14	5.78306	3.0
P08908_LIGANDS_nostereo_2522	6.92	5.59316	3.0
P08908_LIGANDS_nostereo_2123	7.11	7.79161	3.0
P08908_LIGANDS_nostereo_1166	7.07	7.09856	3.0
P08908_LIGANDS_nostereo_1290	6.13	6.60826	3.0
P08908_LIGANDS_nostereo_1795	7.6	7.40251	3.0
P08908_LIGANDS_nostereo_2471	9.03	8.70908	3.0
P08908_LIGANDS_nostereo_3263	7.2	7.18869	3.0
P08908_LIGANDS_nostereo_1434	8.1	7.69553	3.0
P08908_LIGANDS_nostereo_2740	9.2	9.65769	3.0
P08908_LIGANDS_nostereo_0644	7.41	7.91525	3.0
P08908_LIGANDS_nostereo_1632	4.81	6.437	3.0
P08908_LIGANDS_nostereo_3297	7.72	6.81355	3.0
P08908_LIGANDS_nostereo_3396	7.79	6.67469	3.0
P08908_LIGANDS_nostereo_3216	7.08	6.72127	3.0
P08908_LIGANDS_nostereo_2712	8.17	8.1395	3.0
P08908_LIGANDS_nostereo_1685	7.16	7.4104	3.0
P08908_LIGANDS_nostereo_3142	7.39	7.44864	3.0
P08908_LIGANDS_nostereo_1045	8.03	7.50915	3.0
P08908_LIGANDS_nostereo_1855	7.83	7.11757	3.0
P08908_LIGANDS_nostereo_0615	7.96	8.11545	3.0
P08908_LIGANDS_nostereo_3241	4.86	5.46446	3.0
P08908_LIGANDS_nostereo_2440	6.11	5.94832	3.0
P08908_LIGANDS_nostereo_2551	7.87	7.36202	3.0
P08908_LIGANDS_nostereo_2446	8.6	8.53105	3.0
P08908_LIGANDS_nostereo_3002	7.5	7.27891	3.0
P08908_LIGANDS_nostereo_1503	7.89	7.50121	3.0
P08908_LIGANDS_nostereo_1531	8.435	7.91769	3.0
P08908_LIGANDS_nostereo_2785	7.64	7.56956	3.0
P08908_LIGANDS_nostereo_1942	5.67	6.10188	3.0
P08908_LIGANDS_nostereo_3408	7.49	7.41026	3.0
P08908_LIGANDS_nostereo_2814	7.61	7.1736	3.0
P08908_LIGANDS_nostereo_3121	7.75	7.22806	3.0
P08908_LIGANDS_nostereo_2715	6.94	6.04444	3.0
P08908_LIGANDS_nostereo_1948	5.16	6.38531	3.0
P08908_LIGANDS_nostereo_0824	8.49	8.82418	3.0
P08908_LIGANDS_nostereo_1951	7.45	8.26589	3.0
P08908_LIGANDS_nostereo_3407	6.3	6.50593	3.0
P08908_LIGANDS_nostereo_2806	9.5	8.5626	3.0
P08908_LIGANDS_nostereo_3164	8.2	8.27169	3.0
P08908_LIGANDS_nostereo_0988	7.48	7.95474	3.0
P08908_LIGANDS_nostereo_0300	7.33	7.27967	3.0
P08908_LIGANDS_nostereo_0631	6.6	6.80302	3.0
P08908_LIGANDS_nostereo_1137	5.47	5.96587	3.0
P08908_LIGANDS_nostereo_1174	8.62	7.95614	3.0
P08908_LIGANDS_nostereo_2033	6.27	6.3655	3.0
P08908_LIGANDS_nostereo_3370	7.76	7.27347	3.0
P08908_LIGANDS_nostereo_1056	5.76	6.20813	3.0
P08908_LIGANDS_nostereo_0371	6.07	6.44265	3.0
P08908_LIGANDS_nostereo_1616	7.29	6.82949	3.0
P08908_LIGANDS_nostereo_1269	6.35	6.44824	3.0
P08908_LIGANDS_nostereo_1250	7.58	7.52772	3.0
P08908_LIGANDS_nostereo_0932	8.06	8.20014	3.0
P08908_LIGANDS_nostereo_0441	7.82	7.87434	3.0
P08908_LIGANDS_nostereo_3012	7.44	6.8356	3.0
P08908_LIGANDS_nostereo_1987	7.88	8.12656	3.0
P08908_LIGANDS_nostereo_1261	7.8	7.37301	3.0
P08908_LIGANDS_nostereo_2776	8.1	7.79192	3.0
P08908_LIGANDS_nostereo_1676	7.89	7.1577	3.0
P08908_LIGANDS_nostereo_0284	8.18	7.39598	3.0
P08908_LIGANDS_nostereo_1282	8.57	8.95802	3.0
P08908_LIGANDS_nostereo_0291	7.72	7.96566	3.0
P08908_LIGANDS_nostereo_2773	7.1	6.68752	3.0
P08908_LIGANDS_nostereo_2671	7.09	7.18058	3.0
P08908_LIGANDS_nostereo_2936	8.81	9.13157	3.0
P08908_LIGANDS_nostereo_1798	6.4	7.45914	3.0
P08908_LIGANDS_nostereo_0883	6.18	7.33329	3.0
P08908_LIGANDS_nostereo_0278	7.1	7.42526	3.0
P08908_LIGANDS_nostereo_1080	6.66	7.03629	3.0
P08908_LIGANDS_nostereo_1721	6.64	7.43376	3.0
